doc_a,doc_b,similarity,cross_archive,shared_terms
TBUK4_159,TBUK4_215,0.211,False,"strategic director, gerri, gerri scott, housing modernisation"
TBUK3_010,TBUK3_032,0.211,False,"newham, neil, tower, tenants"
VF_NEW_728_033,VF_NEW_728_061,0.211,False,"text summary, visible text, article, summary"
VF_NEW_728_039,VF_NEW_728_061,0.2109,False,"text summary, visible text, summary, visible"
TBUK1014,TBUK4_035,0.2109,True,"stated, site, diagrams title, drawn diagrams"
TBUK1043,IMG_0168,0.2109,True,"blocks, tenants, research, ronan point"
TBUK4_018,TBUK4_041,0.2109,False,"assessment, undertake, buildings, wind loading"
NTBTC_01,VF_NEW_728_021,0.2109,True,"ronan point, ronan, point, campaign"
UNCATALOGUED_02,WESA_13_1_031,0.2109,True,"point, building, ronan, mr"
VF_NEW_728_022,VF_NEW_728_030,0.2109,False,"criticism, visible, official, visible text"
WESA_5_7_03,WESA_5_7_05,0.2109,False,"balloon wood, flats, balloon, wood"
IMG_0168,WESA_4_3_02,0.2109,True,"tenants, point, sinclair point, james sinclair"
TBUK2_004,WESA_5_3_15,0.2108,True,"blocks, safety, tenants, london"
TBUK4_003,TBUK4_174,0.2108,False,"bromyard, report, rpg, arup"
TBUK4_004,TBUK4_174,0.2108,False,"bromyard, report, rpg, arup"
TBUK3_041,WESA_2_6_02,0.2108,True,"newham, tenants, campaign, housing"
TBUK4_028,TBUK4_200,0.2108,False,"rpg, clause, member, changes"
TBUK15_009,TBUK15_047,0.2108,False,"blocks, escape, tenants, knighthead point"
TBUK5_013,WESA_5_3_14,0.2108,True,"webb, sam webb, sam, report"
VF_NEW_728_006,VF_NEW_728_049,0.2108,False,"ronan point, ronan, point, visible text"
TBUK12_003,TBUK7_002,0.2108,True,"blocks, tower, tower blocks, large panel"
WESA_13_1_056,WESA_13_1_062,0.2108,False,"goodfellow, griffiths, eveleigh, flat"
TBUK5_007,NTBTC_09,0.2108,True,"gas, evidence, ronan point, ronan"
WESA_13_1_025,WESA_13_1_071,0.2108,False,"griffiths, goodfellow, day, building"
TBUK4_102,TBUK4_128,0.2108,False,"stair core, core, stair, gravity"
TBUK12_010,WESA_1_12_02,0.2107,True,"ronan, ronan point, point, tenants"
TBUK2_010,TBUK3_019,0.2107,True,"facilities, blocks, tenants, block"
TBUK15_044,WESA_5_3_06,0.2107,True,"morris walk, morris, walk, structural"
TBUK3_033,WESA_2_6_02,0.2106,True,"newham, tenants, campaign, housing"
TBUK2_006,TBUK3_011,0.2106,True,"tower, national, tenants, tower blocks"
TBUK4_247,TBUK4_256,0.2106,False,"residents, tra, district heating, tra hall"
WESA_4_8_03,WESA_4_8_06,0.2106,False,"pellant, pellant road, hartopp point, hartopp"
WESA_5_3_04,WESA_5_3_05,0.2106,False,"morris walk, morris, walk, greenwich"
TBUK3_038,TBUK7_001,0.2106,True,"tower, resources, information, issues"
VF_NEW_728_045,WESA16_01,0.2106,True,"point, ronan point, ronan, building"
TBUK4_042,TBUK4_105,0.2106,False,"gas, disproportionate collapse, disproportionate, piped gas"
TBUK15_009,TBUK15_046,0.2106,False,"escape, doors, tenants, means escape"
TBUK4_014,TBUK4_047,0.2106,False,"ledbury estate, ledbury, estate, council"
VF_NEW_728_005,VF_NEW_728_006,0.2106,False,"ronan point, ronan, point, partial collapse"
TBUK1057,WESA14_01,0.2106,True,"building, ronan, ronan point, point"
TBUK4_041,TBUK4_230,0.2105,False,"gas, intrusive, blocks, tower blocks"
WESA16_01,UNCATALOGUED_03,0.2105,True,"point, ronan point, ronan, report"
VF_NEW_728_039,VF_NEW_728_045,0.2105,False,"text summary, visible text, summary, visible"
TBUK1030,TBUK4_081,0.2105,True,"panels, joints, wall, external"
TBUK4_154,TBUK4_229,0.2105,False,"southwark, southwark council, gaps, meeting"
TBUK4_047,VF_NEW_728_008,0.2105,True,"research, large panel, research establishment, large"
TBUK4_030,TBUK4_177,0.2105,False,"mt, rpg, seaden, residents"
TBUK12_005,TBUK6_004,0.2104,True,"information, tenants, high, contact"
TBUK3_010,TBUK3_040,0.2104,False,"newham, neil, tower, tenants"
TBUK1057,UNCATALOGUED_02,0.2104,True,"building, ronan, ronan point, point"
VF_NEW_728_040,VF_NEW_728_065,0.2104,False,"discusses, text, text summary, visible text"
TBUK12_003,WESA_7_1_05,0.2104,True,"blocks, demolition, city, tower"
TBUK4_069,TBUK4_081,0.2104,False,"wall, floor, vertical, wall panel"
TBUK15_001,TBUK1021,0.2104,True,"tower, tower blocks, blocks, community links"
VF_NEW_728_019,VF_NEW_728_035,0.2104,False,"visible, ronan point, ronan, point"
IMG_0168,WESA_2_6_02,0.2104,True,"tenants, housing, ronan point, ronan"
TBUK4_067,TBUK6_019,0.2104,True,"panel tower, tower, tower blocks, blocks"
TBUK5_013,UNCATALOGUED_02,0.2104,True,"ronan, ronan point, point, blocks"
UNCATALOGUED_03,UNCATALOGUED_04,0.2104,False,"point, ronan point, ronan, report"
WESA_9_2_02,WESA_13_1_038,0.2104,True,"point, ronan, end, ronan point"
TBUK4_135,TBUK5_010,0.2104,True,"safety, blocks, arnold, requested"
TBUK15_056,TBUK1021,0.2104,True,"tower, tower blocks, blocks, community links"
TBUK1023,WESA_1_12_02,0.2103,True,"tenants, point, ronan point, floor"
TBUK2_010,VF_NEW_728_002,0.2103,True,"blocks, tenants, tower, council"
TBUK3_028,TBUK4_157,0.2103,True,"association, residents association, tenants, tenants association"
TBUK3_011,WESA_3_3_02,0.2103,True,"tower, tenants, block, tower block"
TBUK4_036,TBUK4_133,0.2103,False,"works, resident, house, bromyard house"
TBUK15_009,TBUK2_007,0.2103,True,"tower, blocks, tower blocks, inadequate"
IMG_0570,WESA_5_3_13,0.2103,True,"point, ronan point, ronan, angles"
VF_NEW_728_017,VF_NEW_728_037,0.2103,False,"ronan point, ronan, text summary, point"
TBUK4_088,TBUK4_170,0.2102,False,"ledbury, residents, ledbury towers, team"
VF_NEW_728_053,WESA14_01,0.2102,True,"ronan, ronan point, point, newham"
TBUK1043,TBUK3_010,0.2102,True,"blocks, tower, national, tower blocks"
TBUK4_078,TBUK6_011,0.2102,True,"slab, drawing, title, steel"
TBUK4_153,TBUK4_159,0.2102,False,"residents, urgent, need, evacuate"
TBUK4_147,TBUK4_209,0.2102,False,"southwark, london, gov uk, gov"
TBUK1052,TBUK2_008,0.2102,True,"tower, tenants, blocks, campaign"
TBUK5_012,WESA:9:1_01,0.2102,True,"blocks, morris walk, morris, walk series"
WESA16_01,IMG_0171,0.2102,True,"point, newham, borough, ronan point"
NTBTC_06,VF_NEW_728_005,0.2102,True,"block, demolition, ronan point, ronan"
IMG_0171,UNCATALOGUED_04,0.2101,True,"point, newham, borough, ronan point"
TBUK4_060,TBUK4_109,0.2101,False,"walls, residential, resistance, load"
WESA_13_1_057,WESA_13_1_061,0.2101,False,"griffiths, experts, goodfellow, eveleigh"
TBUK4_168,TBUK4_227,0.2101,False,"ledbury, options, options appraisal, appraisal"
TBUK4_020,TBUK4_047,0.2101,False,"southwark, southwark council, ledbury estate, estate"
TBUK4_223,TBUK6_019,0.2101,True,"ledbury action, action group, ledbury, group"
IMG_0556,IMG_0559,0.2101,False,"july, comp, test, struc"
WESA_13_1_011,WESA_13_1_066,0.2101,False,"explosion, gas, moore, lbs"
TBUK1052,IMG_0165,0.2101,True,"tower block, block, tower, blocks"
TBUK15_039B,TBUK15_051,0.2101,False,"lobby, flats, tiles, escape"
WESA_5_3_04,WESA_5_3_09,0.21,False,"morris walk, morris, walk, firms"
WESA_13_1_011,WESA_13_1_020,0.21,False,"mrs, smedley, wife, smith"
TBUK15_044,WESA_5_4_02,0.21,True,"london, building, contract, point"
VF_NEW_728_005,WESA_2_5_02,0.21,True,"demolition, point, ronan point, ronan"
TBUK3_010,TBUK3_031,0.21,False,"campaign, national, community, tenants"
TBUK4_199,TBUK4_210,0.21,False,"arup, ledbury, residents, structural"
TBUK1030,WESA_13_1_064,0.21,True,"joints, building, type, floor"
VF_NEW_728_006,WESA14_01,0.2099,True,"ronan, ronan point, point, builders"
TBUK12_010,WESA_3_3_02,0.2099,True,"tenants, blocks, council, sheffield"
TBUK15_040,WESA_5_4_04,0.2099,True,"escape, stair, timber, false"
TBUK2_005,TBUK3_018,0.2099,True,"tower, blocks, tower blocks, directory"
TBUK4_013,TBUK4_133,0.2099,False,"works, resident, house, bromyard house"
TBUK15_022,TBUK5_001,0.2099,True,"regulations, building, building regulations, spread"
TBUK3_041,WESA_2_1_05,0.2098,True,"community, newham, community links, links"
NTBTC_09,WESA_8_1_03,0.2098,True,"glasgow, webb, gas, tenants"
VF_NEW_728_010,VF_NEW_728_035,0.2098,False,"concludes, report, visible, says"
TBUK4_151,TBUK6_012,0.2098,True,"council, council homes, homes, rents"
TBUK4_094,TBUK4_184,0.2098,False,"stair, bridges, stair core, core"
UNCATALOGUED_02,WESA_13_1_036,0.2098,True,"building, like, point, ronan"
TBUK4_210,TBUK4_246,0.2098,False,"cracks, ledbury, ledbury estate, southwark"
TBUK2_006,WESA3_5_02,0.2098,True,"blocks, tower blocks, tower, national tower"
WESA_1_12_02,WESA_13_1_016,0.2098,True,"building, point, block, engineers"
TBUK1023,TBUK1052,0.2098,False,"tenants, campaign, blocks, point"
TBUK1025,IMG_0168,0.2097,True,"tenants, housing, ronan point, ronan"
TBUK6_005,WESA_1_7_09,0.2097,True,"concrete, housing, ronan point, ronan"
TBUK15_030,TBUK15_053,0.2097,False,"escape, network, national tower, national"
TBUK1023,TBUK2_009,0.2097,True,"tenants, blocks, housing, london"
TBUK4_062,TBUK4_110,0.2097,False,"wall, walls, cross, load"
TBUK2_009,NTBTC_01,0.2097,True,"tenants, community, tower, housing"
TBUK1043,TBUK2_005,0.2097,True,"blocks, tower, tenants, tower blocks"
VF_NEW_728_041,VF_NEW_728_050,0.2097,False,"ronan, point, ronan point, page"
TBUK4_220,TBUK4_222,0.2097,False,"ledbury, residents, ledbury action, southwark"
VF_NEW_728_044,VF_NEW_728_045,0.2097,False,"text summary, visible text, engineering, summary"
TBUK4_252,TBUK4_255,0.2096,False,"electric, hot water, hot, heating hot"
WESA_4_3_02,WESA_9_2_02,0.2096,True,"point, tenants, building, flats"
TBUK3_033,WESA_2_1_05,0.2096,True,"community, newham, community links, links"
TBUK5_010,WESA_5_4_02,0.2096,True,"blocks, flats, architect, safety"
TBUK6_003,WESA_2_1_02,0.2096,True,"bison, tenants, roof, problems"
TBUK4_216,RP2_03,0.2096,True,"ronan, ronan point, point, government"
TBUK6_005,NTBTC_04,0.2096,True,"ronan point, ronan, taylor woodrow, point"
WESA_9_2_02,WESA_13_1_011,0.2096,True,"floor, gas, ronan point, ronan"
TBUK15_024,TBUK2_002,0.2096,True,"tenants, tower, blocks, block"
TBUK6_004,WESA_2_1_05,0.2096,True,"links, campaign, frances, block"
TBUK4_147,TBUK4_163,0.2095,False,"ledbury, southwark gov, uk, gov"
TBUK4_043,TBUK4_059,0.2095,False,"assessment, buildings, resistance, wind"
NTBTC_06,WESA:9:1_01,0.2095,True,"ronan, ronan point, point, built"
TBUK5_012,WESA_4_8_03,0.2095,True,"hartopp, pellant, pellant road, hartopp point"
TBUK4_085,TBUK4_258,0.2095,False,"arup, works, report, residents"
NTBTC_05,WESA_1_7_02,0.2095,True,"councillor fred, fred jones, fred, ham"
WESA_11_1_03,WESA_13_1_042,0.2095,True,"qs, building, like, came"
TBUK1057,TBUK2_009,0.2095,True,"blocks, housing, stock, tenants"
NTBTC_01,IMG_0165,0.2095,True,"tower block, block, tower, individual"
TBUK1057,WESA_9_3_02,0.2095,True,"illegible, illegible illegible, building, housing"
WESA_5_2_01,WESA_5_3_13,0.2095,True,"flats, point, joints, wall"
VF_NEW_728_045,VF_NEW_728_048,0.2095,False,"text summary, visible text, summary, visible"
TBUK4_142,TBUK4_154,0.2094,False,"cracks, meeting, flats, southwark council"
TBUK12_006,TBUK7_001,0.2094,True,"information, tower, groups, tower blocks"
TBUK2_003,TBUK3_031,0.2094,True,"tenants, campaign, national, tower"
RP2_02,VF_NEW_728_005,0.2094,True,"demolition, point, ronan point, tower"
TBUK1030,IMG_0522,0.2094,True,"joints, flank, flank wall, panels"
TBUK1054,WESA_13_1_066,0.2094,True,"explosion, gas, walls, joints"
IMG_0586,IMG_0587,0.2094,False,"boroughs, problem, secondary, population"
TBUK4_103,TBUK4_129,0.2094,False,"resistance, core, disproportionate collapse, disproportionate"
VF_NEW_728_026,UNCATALOGUED_02,0.2093,True,"ronan, ronan point, point, building"
WESA3_5_02,WESA:9:1_01,0.2093,True,"series, flats, mr, blocks"
TBUK15_021,TBUK15_027,0.2093,False,"safety, brigade, local, carry"
VF_NEW_728_023,WESA14_01,0.2093,True,"ronan, ronan point, point, london"
TBUK4_007,TBUK4_174,0.2093,False,"mt, rpg, residents, press"
TBUK4_031,TBUK4_174,0.2093,False,"mt, rpg, residents, press"
NTBTC_07,WESA_13_1_017,0.2093,True,"joints, point, dry pack, ronan point"
VF_NEW_728_017,VF_NEW_728_054,0.2093,False,"text summary, visible text, summary, visible"
TBUK3_036,NTBTC_06,0.2093,True,"tower, block, tower block, tenants"
VF_NEW_728_034,VF_NEW_728_056,0.2093,False,"discusses, text summary, visible text, summary"
TBUK1046,VF_NEW_728_028,0.2093,True,"ronan point, ronan, point, breach"
TBUK4_035,TBUK6_010,0.2092,True,"stated, drawn, diagrams title, drawn diagrams"
NTBTC_06,NTBTC_08,0.2092,False,"point, ronan point, ronan, newham"
IMG_0570,IMG_0578,0.2092,False,"point, letter, ronan point, ronan"
TBUK1025,WESA_1_7_03,0.2092,True,"tenants, jones, fred jones, chairman"
TBUK13_001,TBUK15_024B,0.2092,True,"tower, tower block, campaign, block"
WESA14_01,WESA_13_1_036,0.2092,True,"building, like, point, ronan"
TBUK1036,WESA_5_3_09,0.2092,True,"point, ronan point, ronan, building"
NTBTC_07,WESA_13_1_016,0.2092,True,"building, gas, point, flats"
TBUK2_001,NTBTC_01,0.2092,True,"tenants, tower, campaign, block"
TBUK5_013,WESA_5_4_05,0.2092,True,"sam webb, webb, sam, estate"
TBUK15_024B,RP2_02,0.2092,True,"tower, tower block, tenants campaign, newham tower"
TBUK1046,NTBTC_01,0.2092,True,"ronan point, ronan, point, newham"
TBUK4_132,TBUK4_221,0.2092,False,"ledbury, meeting, ledbury action, ledbury estate"
TBUK4_134,TBUK4_215,0.2092,False,"arup, know, soon, residents"
TBUK2_009,WESA_11_1_02,0.2091,True,"tenants, estate, london, association"
TBUK1030,TBUK4_119,0.2091,True,"flank, flank wall, wall, floor"
IMG_0166,IMG_0171,0.2091,True,"james, sinclair point, james sinclair, sinclair"
VF_NEW_728_007,VF_NEW_728_050,0.2091,False,"text, visible, page"
TBUK4_140,TBUK4_248,0.2091,False,"residents, arnold tarling, ensure, arnold"
TBUK4_025,TBUK4_152,0.2091,False,"ledbury, towers, gov, gov uk"
TBUK4_216,WESA_11_1_03,0.2091,True,"ronan point, ronan, point, built"
TBUK4_010,TBUK4_150,0.2091,False,"right return, return, ledbury, cabinet"
TBUK5_010,TBUK7_002,0.2091,True,"blocks, tower, large, tower blocks"
TBUK4_014,TBUK4_152,0.2091,False,"ledbury, ledbury estate, estate, residents"
TBUK1029,WESA_5_3_15,0.2091,True,"mr, ronan, ronan point, spearing"
TBUK1003,HTBD_01,0.209,True,"tenants, tower, block, campaign"
TBUK4_140,TBUK4_221,0.209,False,"residents, ledbury, council, requests"
WESA_1_7_07,IMG_0168,0.209,True,"tenants, housing, ronan point, ronan"
TBUK4_046,TBUK4_051,0.209,False,"wall, figure, wall panels, panels"
TBUK4_173,TBUK4_185,0.209,False,"ab, report, calford seaden, calford"
TBUK2_009,WESA_4_5_02,0.209,True,"tenants, groups, problems, tel"
WESA_1_12_02,WESA_13_1_017,0.209,True,"joints, said, point, floor"
VF_NEW_728_040,VF_NEW_728_043,0.209,False,"text summary, visible text, poor, summary"
TBUK1030,TBUK4_057,0.209,True,"units, floor, panels, wall"
WESA_13_1_016,WESA_13_1_050,0.209,False,"gas, hodge, miss, miss hodge"
WESA_1_10_11,WESA_5_4_02,0.2089,True,"building, construction, buildings, safety"
TBUK4_220,TBUK4_244,0.2089,False,"residents, council, ledbury action, action group"
TBUK12_007,IMG_0165,0.2089,True,"group, tower, strategy, tower block"
TBUK6_010,TBUK6_018,0.2089,False,"wall, floor, details, drawn"
TBUK4_042,TBUK4_084,0.2089,False,"council, southwark council, investigations, southwark"
TBUK4_104,TBUK4_126,0.2089,False,"foundation, shear, shear wall, adequate"
VF_NEW_728_011,WESA_2_6_02,0.2089,True,"tenants, campaign, tenants campaign, newham"
TBUK15_018,TBUK15_051,0.2088,False,"doors, broken, tenants, flats"
TBUK4_069,TBUK4_120,0.2088,False,"wall, floor, wall floor, walls"
WESA_13_1_054,WESA_13_1_060,0.2088,False,"kidwell, griffiths, goodfellow, nut"
TBUK4_103,IMG_0513,0.2088,True,"resistance, wind, resistance wind"
WESA_5_2_03,WESA_5_3_09,0.2088,True,"problems, lb, explosions, gas"
TBUK15_030,TBUK6_019,0.2088,True,"tower, tower blocks, blocks, national tower"
VF_NEW_728_016,VF_NEW_728_032,0.2088,False,"ronan point, page, ronan, point"
WESA_5_5_01,WESA_13_1_001,0.2088,True,"wesa, box"
TBUK1041,WESA_5_4_02,0.2088,True,"building, london, point, blocks"
TBUK1043,WESA_2_6_02,0.2088,True,"tenants, tel, ronan point, tower"
TBUK15_035,TBUK15_045,0.2087,False,"kedge, road, knighthead, knighthead point"
TBUK3_014,TBUK3_038,0.2087,False,"play, tower, conference, tower block"
TBUK15_024B,VF_NEW_728_007,0.2087,True,"reverse, text, visible"
WESA_1_12_02,WESA_4_3_02,0.2087,True,"point, tenants, block, building"
TBUK15_056,TBUK3_023,0.2087,True,"national, tower, tower blocks, directory"
VF_NEW_728_001,VF_NEW_728_002,0.2087,False,"development, associates, thompson, hunt"
WESA_13_1_056,WESA_13_1_070,0.2087,False,"goodfellow, griffiths, eveleigh, tests"
TBUK4_149,TBUK4_235,0.2087,False,"ledbury, residents, council, southwark council"
TBUK1036,WESA_1_12_03,0.2087,True,"point, ronan, mr, ronan point"
TBUK15_001,TBUK3_023,0.2087,True,"national, tower, tower blocks, directory"
TBUK3_010,NTBTC_07,0.2087,True,"ronan point, ronan, point, blocks"
WESA_13_1_032,WESA_13_1_033,0.2087,False,"yes, didn, noise, banging"
IMG_0576,WESA_5_3_13,0.2087,True,"glc, point, ronan, explosion"
WESA:1:15_01,WESA_13_1_045,0.2086,True,"north, said, point, time"
VF_NEW_728_049,WESA_1_12_02,0.2086,True,"ronan point, ronan, point, report"
TBUK1003,TBUK1048,0.2086,False,"ronan, ronan point, point, blocks"
WESA_13_1_003,WESA_13_1_051,0.2086,False,"mr, ee, ae, hodge"
TBUK15_005,TBUK15_009,0.2086,False,"tower, tower blocks, blocks, tenants"
TBUK2_002,TBUK5_016,0.2086,True,"tenants, blocks, council, tower"
TBUK4_064,TBUK4_073,0.2086,False,"wall, level, strengthening, house"
TBUK4_211,TBUK4_212,0.2086,False,"grenfell, safety, lakanal, completely"
TBUK2_006,TBUK3_024,0.2085,True,"tenants, tower, tower blocks, association"
RP2_03,WESA_13_1_023,0.2085,True,"ronan, ronan point, point, inquiry"
TBUK15_037,NTBTC_07,0.2085,True,"ronan point, ronan, point, flats"
TBUK3_036,TBUK6_019,0.2085,True,"tower, tower blocks, tenants, blocks"
VF_NEW_728_006,WESA16_01,0.2085,True,"point, ronan point, ronan, newham"
TBUK12_007,TBUK1003,0.2085,True,"tenants, campaign, blocks, tower"
VF_NEW_728_003,VF_NEW_728_027,0.2085,False,"fears, ronan point, ronan, article"
WESA14_01,UNCATALOGUED_03,0.2085,True,"ronan, ronan point, point, report"
WESA_1_7_03,WESA_1_7_07,0.2085,False,"tenants, jones, fred jones, chairman"
WESA_5_3_15,WESA_13_1_038,0.2085,True,"mr, point, ronan, ronan point"
TBUK3_026,IMG_0171,0.2085,True,"newham, london, housing, tenants"
TBUK15_028,TBUK3_024,0.2084,True,"tenants, association, tenants association, leeds"
VF_NEW_728_006,VF_NEW_728_035,0.2084,False,"article, visible, ronan point, ronan"
TBUK4_167,TBUK4_223,0.2084,False,"ledbury, council, group, resident"
TBUK4_088,TBUK4_210,0.2084,False,"arup, residents, ledbury, recommendations"
VF_NEW_728_006,UNCATALOGUED_04,0.2084,True,"point, ronan point, ronan, newham"
TBUK4_001,TBUK4_207,0.2083,False,"meeting, update, resident, residents"
TBUK4_094,TBUK4_111,0.2083,False,"disproportionate collapse, floor, disproportionate, collapse"
TBUK4_081,TBUK4_100,0.2083,False,"panels, wall, wall panels, grout"
TBUK4_026,TBUK4_207,0.2083,False,"meeting, update, resident, residents"
TBUK1041,VF_NEW_728_026,0.2083,True,"ronan point, ronan, point, families"
TBUK15_001,TBUK3_038,0.2083,True,"national, tower, tower blocks, blocks"
TBUK1010,TBUK1011,0.2083,False,"drawing, ms, title, ealing"
TBUK1057,WESA_5_4_02,0.2083,True,"illegible, building, blocks, flat"
NTBTC_07,VF_NEW_728_027,0.2083,True,"ronan point, ronan, point, block"
TBUK4_004,TBUK4_200,0.2083,False,"rpg, clause, member, changes"
TBUK4_084,TBUK4_206,0.2083,False,"properties, house, bromyard house, bromyard"
TBUK15_056,TBUK3_038,0.2083,True,"national, tower, tower blocks, blocks"
TBUK4_003,TBUK4_200,0.2083,False,"rpg, clause, member, changes"
TBUK4_212,TBUK4_242,0.2083,False,"residents, team, know, sessions"
WESA16_01,WESA_5_2_05,0.2082,True,"point, report, ronan point, ronan"
TBUK15_039,WESA_5_4_04,0.2082,True,"escape, false ceiling, false, floor"
WESA_5_2_05,UNCATALOGUED_04,0.2082,True,"point, report, ronan point, ronan"
TBUK1003,WESA_11_1_03,0.2082,True,"ronan, ronan point, point, george"
TBUK3_012,TBUK3_039,0.2082,False,"heating, workshop, play, workshops"
